23001,,,1,0,2,3
23002,,,1,0,2,1
23003,,,2,0,2,3
23004,,,2,1,1,1
23005,,,2,1,1,3
23006,,,0,0,3,3
23007,,,2,0,3,3
23008,,,2,2,1,3
23009,,,1,0,3,3
23010,,,4,0,1,3
23011,,,2,0,1,3
23012,,,1,0,3,3
23013,,,1,0,2,3
23014,,,0,0,2,1
23015,,,1,0,2,3
23016,,,1,0,2,3
23017,,,2,1,1,1
23018,,,0,0,3,3
23019,,,0,0,2,3
23020,,,0,0,3,3
23021,,,1,0,3,3
23022,,,2,1,2,3
23023,,,2,0,1,3
23024,,,2,0,2,3
23025,,,1,0,3,3
23026,,,1,0,2,3
23027,,,2,1,2,3
23028,,,1,0,2,3
23029,,,2,0,2,3
23030,,,2,0,2,3
23031,,,2,0,1,3
23032,,,0,0,3,3
23033,,,2,0,2,1
23034,,,2,0,1,3
23035,,,1,0,2,3
23036,,,4,0,1,3
23037,,,4,0,1,3
23038,,,0,0,2,3
23039,,,7,0,1,3
23040,,,2,0,1,1
23041,,,5,1,1,3
23042,,,1,2,1,3
23043,,,0,0,2,3
23044,,,1,0,2,3
23045,,,1,0,2,3
23046,,,1,0,2,3
23047,,,1,0,2,3
23048,,,0,0,2,3
23049,,,2,1,2,3
23050,,,2,1,1,3
23051,,,4,1,1,1
23052,,,3,1,1,3
23053,,,2,1,1,1
23054,,,1,1,1,3
23055,,,2,2,1,3
23056,,,2,0,2,3
23057,,,2,0,1,3
23058,,,3,1,1,1
23059,,,1,0,1,3
23060,,,2,1,1,3
23061,,,0,0,1,3
23062,,,1,0,1,3
23063,,,1,0,1,3
23064,,,3,0,1,3
23065,,,4,1,1,3
23066,,,2,0,1,3
23067,,,1,0,2,3
23068,,,3,1,1,1
23069,,,1,0,1,3
23070,,,1,0,2,3
23071,,,2,0,2,3
23072,,,1,0,2,3
23073,,,1,0,2,3
23074,,,2,0,1,3
23075,,,2,0,2,3
23076,,,1,0,2,3
23077,,,1,0,2,3
23078,,,1,0,2,3
23079,,,2,0,2,3
23080,,,2,1,2,3
23081,,,1,0,1,3
23082,,,1,0,2,3
23083,,,1,0,2,3
23084,,,1,0,3,3
23085,,,2,2,1,3
23086,,,1,0,2,3
23087,,,2,0,2,3
23088,,,2,0,2,3
23089,,,2,0,2,3
23090,,,1,0,2,3
23091,,,2,0,1,3
23092,,,2,0,1,3
23093,,,0,0,3,3
23094,,,1,0,2,3
23095,,,1,0,2,3
23096,,,2,0,1,3
23097,,,0,1,1,3
23098,,,0,0,2,3
23099,,,0,0,2,3
23100,,,1,0,2,3
23101,,,2,0,2,3
23102,,,2,1,2,3
23103,,,1,0,1,1
23104,,,0,0,2,3
23105,,,1,0,1,3
23106,,,1,0,1,3
23107,,,5,3,1,1
23108,,,2,1,1,1
23109,,,2,0,1,1
23110,,,2,1,1,3
23111,,,1,1,2,3
23112,,,2,0,2,1
23113,,,0,0,2,3
23114,,,1,0,2,3
23115,,,1,0,1,3
23116,,,3,0,2,3
23117,,,1,0,2,3
23118,,,1,0,2,3
23119,,,1,0,2,1
23120,,,2,0,1,3
23121,,,4,1,1,3
23122,,,2,0,1,1
23123,,,3,1,1,1
23124,,,2,0,1,1
23125,,,1,0,1,1
23126,,,2,1,1,1
23127,,,2,0,2,3
23128,,,8,2,1,1
23129,,,3,1,1,1
23130,,,6,2,1,1
23131,,,0,0,1,1
23132,,,0,0,2,1
23133,,,0,1,2,1
23134,,,1,0,1,3
23135,,,2,1,1,1
23136,,,3,2,1,1
23137,,,2,0,1,3
23138,,,2,0,1,3
23139,,,2,0,2,3
23140,,,2,4,1,1
23141,,,6,1,1,1
23142,,,1,0,1,1
23143,,,0,0,2,1
23144,,,2,0,2,1
23145,,,4,2,1,1
23146,,,3,1,1,1
23147,,,0,2,1,1
23148,,,1,0,2,1
23149,,,1,1,1,1
23150,,,1,0,2,3
23151,,,2,0,2,3
23152,,,2,1,1,1
23153,,,2,0,2,1
23154,,,2,2,1,3
23155,,,0,0,2,3
23156,,,1,0,1,1
23157,,,0,0,1,3
23158,,,1,0,1,1
23159,,,2,1,1,1
23160,,,2,0,1,3
23161,,,2,1,1,3
23162,,,1,1,1,1
23163,,,2,0,1,3
23164,,,2,1,1,3
23165,,,2,0,2,3
23166,,,0,0,2,3
23167,,,3,1,1,1
23168,,,2,0,1,3
23169,,,2,0,1,3
23170,,,2,0,2,3
23171,,,1,0,3,3
23172,,,1,0,2,3
23173,,,2,3,1,3
23174,,,1,1,1,3
23175,,,1,0,1,3
23176,,,1,0,1,3
23177,,,2,1,1,3
23178,,,2,1,1,1
23179,,,3,2,1,3
