63001,,,2,0,1,3
63002,,,4,3,2,3
63003,,,4,1,1,1
63004,,,2,1,1,1
63005,,,2,1,1,3
63006,,,2,1,1,1
63007,,,4,1,3,3
63008,,,1,1,1,1
63009,,,3,1,1,1
63010,,,4,2,1,1
63011,,,2,0,1,3
63012,,,2,0,1,3
63013,,,1,0,3,3
63014,,,2,0,1,3
63015,,,3,2,1,1
63016,,,2,0,1,3
63017,,,1,1,1,1
63018,,,2,1,1,1
63019,,,1,0,2,3
63020,,,2,0,1,3
63021,,,1,0,3,3
63022,,,3,0,1,3
63023,,,4,0,1,3
63024,,,3,0,1,3
63025,,,2,0,1,1
63026,,,1,0,1,3
63027,,,3,0,1,3
63028,,,1,1,1,3
63029,,,2,1,1,3
63030,,,2,1,1,3
63031,,,2,0,1,3
63032,,,2,0,1,3
63033,,,1,0,1,3
63034,,,1,0,1,3
63035,,,3,0,1,1
63036,,,3,1,1,3
63037,,,2,0,1,3
63038,,,2,2,1,3
63039,,,1,0,3,3
63040,,,1,0,3,3
63041,,,4,1,1,3
63042,,,6,2,1,1
63043,,,3,1,1,3
63044,,,2,0,2,3
63045,,,4,0,2,3
63046,,,2,0,1,3
63047,,,4,1,1,1
63048,,,2,0,1,3
63049,,,4,1,1,1
63050,,,2,1,1,3
63051,,,2,0,1,3
63052,,,1,0,1,3
63053,,,1,0,1,3
63054,,,3,1,2,3
63055,,,2,0,1,3
63056,,,2,0,1,3
63057,,,5,0,3,3
63058,,,2,0,1,3
63059,,,1,0,1,3
63060,,,2,0,3,3
63061,,,1,1,1,3
63062,,,1,0,1,3
63063,,,2,0,1,3
63064,,,1,0,1,3
63065,,,2,1,1,3
63066,,,1,2,1,3
63067,,,4,3,1,1
63068,,,2,0,1,3
63069,,,2,0,1,3
63070,,,3,0,1,1
63071,,,2,0,1,3
63072,,,2,1,1,3
63073,,,2,0,2,3
63074,,,2,0,2,3
63075,,,2,1,1,3
63076,,,1,0,3,3
63077,,,1,0,2,3
63078,,,1,0,2,3
63079,,,1,1,1,3
63080,,,2,0,2,3
63081,,,2,1,1,3
63082,,,1,0,2,3
63083,,,2,0,1,3
63084,,,2,1,2,3
63085,,,1,0,1,3
63086,,,2,0,2,3
63087,,,2,0,1,3
63088,,,5,2,1,1
63089,,,2,0,2,3
63090,,,2,1,2,1
63091,,,2,0,2,3
63092,,,1,0,2,3
63093,,,1,1,2,3
63094,,,1,0,1,3
63095,,,2,0,2,3
63096,,,2,1,1,3
63097,,,1,0,2,3
63098,,,2,0,1,3
63099,,,1,0,2,3
63100,,,1,0,2,3
63101,,,1,0,3,3
63102,,,1,0,3,3
63103,,,2,0,3,3
63104,,,2,0,2,3
63105,,,3,0,2,3
63106,,,2,0,1,3
63107,,,2,0,2,3
63108,,,2,1,1,3
63109,,,2,1,1,3
63110,,,1,0,1,3
63111,,,3,0,2,3
63112,,,1,0,1,3
63113,,,3,0,2,3
63114,,,2,0,1,3
63115,,,2,0,1,3
63116,,,2,2,1,3
63117,,,3,0,1,3
63118,,,2,0,3,1
63119,,,2,0,2,3
63120,,,1,0,1,3
63121,,,2,1,3,3
63122,,,2,1,1,3
63123,,,1,0,2,3
63124,,,1,0,3,3
63125,,,1,0,3,3
63126,,,2,0,1,3
63127,,,1,0,1,3
63128,,,2,0,2,3
63129,,,1,0,3,3
63130,,,2,0,2,3
63131,,,3,0,2,3
63132,,,1,0,1,3
63133,,,2,0,1,3
63134,,,1,0,1,3
63135,,,2,0,1,1
63136,,,2,0,2,3
63137,,,8,3,1,1
63138,,,5,4,1,1
63139,,,2,1,1,3
63140,,,1,0,1,3
63141,,,3,1,1,3
63142,,,11,1,1,1
63143,,,6,2,1,1
63144,,,5,0,1,1
63145,,,3,1,1,3
63146,,,2,1,1,3
63147,,,2,0,1,3
63148,,,4,4,1,1
63149,,,3,2,1,1
63150,,,4,1,1,1
63151,,,4,0,1,1
63152,,,4,4,1,1
63153,,,5,6,1,1
63154,,,3,0,1,3
63155,,,3,0,1,3
63156,,,4,2,1,1
63157,,,4,2,1,1
63158,,,4,1,1,1
63159,,,2,0,1,1
63160,,,3,0,1,3
63161,,,1,0,3,3
