9001,,,3,4,1,1
9002,,,3,0,1,3
9003,,,3,4,1,3
9004,,,3,0,1,3
9005,,,2,1,2,3
9006,,,2,0,1,1
9007,,,2,3,2,3
9008,,,2,0,3,3
9009,,,2,0,2,3
9010,,,2,0,3,3
9011,,,3,4,2,3
9012,,,7,0,1,3
9013,,,2,0,1,2
9014,,,2,0,1,3
9015,,,2,0,3,3
9016,,,2,0,3,3
9017,,,2,2,1,3
9018,,,4,0,3,3
9019,,,3,2,3,3
9020,,,2,0,1,3
9021,,,2,0,3,3
9022,,,3,0,1,3
9023,,,2,2,1,3
9024,,,2,0,1,3
9025,,,2,0,3,3
9026,,,3,2,2,3
9027,,,2,0,1,3
9028,,,2,0,1,3
9029,,,1,0,1,3
9030,,,2,2,2,3
9031,,,2,0,2,3
9032,,,2,0,1,3
9033,,,4,0,1,3
9034,,,2,4,2,3
9035,,,2,0,2,3
9036,,,2,0,3,3
9037,,,4,0,1,3
9038,,,1,1,3,3
9039,,,2,0,1,3
9040,,,2,1,2,3
9041,,,3,1,2,3
9042,,,2,0,2,3
9043,,,1,0,2,3
9044,,,2,0,1,3
9045,,,2,0,1,3
9046,,,2,0,2,3
9047,,,2,2,3,3
9048,,,3,2,1,3
9049,,,4,5,2,3
9050,,,6,0,3,3
9051,,,2,0,1,3
9052,,,2,0,1,3
9053,,,2,0,1,3
9054,,,3,0,1,3
9055,,,2,0,3,3
9056,,,3,1,1,3
9057,,,1,1,3,3
9058,,,3,2,1,3
9059,,,3,2,2,3
9060,,,2,0,1,3
9061,,,2,0,3,3
9062,,,4,0,1,3
9063,,,3,0,2,3
9064,,,2,0,1,3
9065,,,2,2,2,3
9066,,,3,2,1,3
9067,,,4,2,1,3
9068,,,6,2,1,1
9069,,,4,0,1,3
9070,,,0,0,1,3
9071,,,3,1,2,1
9072,,,1,0,2,3
9073,,,3,1,1,1
9074,,,2,5,1,1
9075,,,2,2,1,3
9076,,,4,2,1,3
9077,,,4,1,1,3
9078,,,2,2,1,1
9079,,,4,1,1,1
9080,,,5,1,1,3
9081,,,2,4,1,1
9082,,,2,1,1,1
9083,,,3,2,1,3
9084,,,2,0,1,3
9085,,,2,2,1,3
9086,,,4,4,1,1
9087,,,3,3,3,3
9088,,,3,0,1,3
9089,,,2,1,1,3
9090,,,2,0,1,3
9091,,,2,0,1,3
9092,,,1,0,1,3
9093,,,3,2,1,3
9094,,,3,2,1,3
9095,,,2,0,1,3
9096,,,2,0,3,3
9097,,,2,0,2,3
9098,,,3,2,2,3
9099,,,2,0,2,3
9100,,,3,1,1,3
9101,,,2,2,1,1
9102,,,2,0,1,3
9103,,,3,1,1,3
9104,,,1,0,1,3
9105,,,3,1,1,3
9106,,,3,2,1,1
9107,,,3,4,1,1
9108,,,2,1,1,1
9109,,,4,2,1,3
9110,,,3,3,1,3
9111,,,2,0,1,1
9112,,,4,4,1,3
9113,,,3,1,1,1
9114,,,6,3,1,1
9115,,,4,2,1,1
9116,,,2,2,1,3
9117,,,3,2,1,1
9118,,,2,1,1,3
9119,,,4,0,1,3
9120,,,4,0,1,3
9121,,,2,1,1,3
9122,,,2,0,1,3
9123,,,1,0,1,3
9124,,,2,2,2,3
9125,,,2,2,2,3
9126,,,1,1,2,3
9127,,,5,2,2,1
9128,,,3,1,1,3
9129,,,2,2,1,1
9130,,,4,2,1,1
9131,,,2,0,1,3
9132,,,2,0,1,3
9133,,,4,1,1,1
9134,,,1,0,1,1
9135,,,2,0,1,3
9136,,,2,0,1,3
9137,,,3,0,1,3
9138,,,2,0,1,3
9139,,,3,2,1,1
9140,,,3,1,1,1
9141,,,2,0,1,1
9142,,,3,2,1,3
9143,,,2,3,1,1
9144,,,2,0,1,1
9145,,,3,0,1,3
9146,,,2,0,1,3
9147,,,1,1,1,1
9148,,,3,2,1,3
9149,,,2,3,1,1
9150,,,4,1,1,1
9151,,,5,2,1,1
9152,,,2,1,1,1
9153,,,3,3,1,1
9154,,,4,2,1,1
9155,,,15,6,1,1
9156,,,2,0,1,3
9157,,,3,1,1,1
9158,,,3,3,1,1
9159,,,3,2,1,3
9160,,,2,0,1,3
9161,,,1,0,1,3
9162,,,2,0,1,3
9163,,,4,2,1,3
9164,,,4,2,1,3
9165,,,3,2,1,1
9166,,,2,2,1,3
9167,,,4,0,1,3
9168,,,1,1,1,1
9169,,,5,3,1,3
9170,,,4,2,1,3
9171,,,4,9,1,3
9172,,,2,2,1,1
9173,,,3,0,1,3
9174,,,2,2,1,1
9175,,,2,1,1,3
9176,,,3,1,1,3
9177,,,4,3,1,3
9178,,,2,0,1,3
9179,,,6,2,1,1
9180,,,2,0,1,3
9181,,,2,0,1,3
9182,,,4,3,1,3
9183,,,2,1,1,3
9184,,,5,0,1,3
9185,,,2,0,1,3
9186,,,2,2,1,1
9187,,,2,2,1,1
9188,,,4,2,1,1
9189,,,1,0,3,3
9190,,,2,0,2,3
9191,,,1,1,1,3
9192,,,4,1,1,1
9193,,,2,0,1,3
9194,,,3,1,1,3
9195,,,3,2,1,3
9196,,,2,0,2,3
9197,,,3,3,1,1
9198,,,1,1,3,3
9199,,,2,0,2,3
9200,,,1,0,1,3
9201,,,2,0,1,3
9202,,,3,0,1,3
9203,,,4,1,1,1
9204,,,5,3,1,1
9205,,,4,2,2,1
9206,,,3,1,1,3
9207,,,3,1,1,3
