66001,,,3,1,1,3
66002,,,1,0,2,3
66003,,,2,0,3,3
66004,,,1,0,2,3
66005,,,2,0,2,3
66006,,,3,0,1,1
66007,,,2,0,1,3
66008,,,1,0,2,3
66009,,,1,0,3,3
66010,,,2,0,2,3
66011,,,1,1,2,3
66012,,,2,1,2,3
66013,,,1,0,2,3
66014,,,1,0,2,3
66015,,,3,0,1,3
66016,,,2,1,2,3
66017,,,2,0,2,3
66018,,,3,0,1,3
66019,,,3,0,2,3
66020,,,2,0,2,3
66021,,,2,0,1,3
66022,,,2,0,1,3
66023,,,4,1,2,1
66024,,,2,0,2,3
66025,,,2,0,1,3
66026,,,2,0,1,3
66027,,,3,0,1,3
66028,,,3,0,1,3
66029,,,2,0,1,1
66030,,,3,0,1,3
66031,,,2,0,1,3
66032,,,2,0,3,1
66033,,,2,1,1,3
66034,,,2,0,1,3
66035,,,2,0,1,3
66036,,,2,0,1,3
66037,,,2,0,3,1
66038,,,3,1,1,3
66039,,,3,0,1,1
66040,,,2,0,1,3
66041,,,4,1,1,1
66042,,,2,0,2,3
66043,,,2,0,1,3
66044,,,1,0,1,3
66045,,,1,0,1,3
66046,,,2,0,1,3
66047,,,2,0,1,3
66048,,,2,0,1,3
66049,,,2,0,1,3
66050,,,2,1,2,3
66051,,,2,0,1,3
66052,,,1,1,3,3
66053,,,3,1,1,1
66054,,,4,2,1,3
66055,,,4,1,3,3
66056,,,2,0,1,3
66057,,,1,0,2,1
66058,,,1,0,2,3
66059,,,1,0,3,3
66060,,,2,0,2,3
66061,,,4,0,1,3
66062,,,2,1,1,1
66063,,,2,1,1,3
66064,,,2,0,1,3
66065,,,1,0,1,3
66066,,,2,0,1,3
66067,,,2,0,1,3
66068,,,4,0,2,3
66069,,,2,1,2,3
66070,,,2,1,1,1
66071,,,3,1,1,1
66072,,,2,0,2,3
66073,,,3,0,2,3
66074,,,2,0,2,3
66075,,,3,0,2,3
66076,,,2,1,2,1
66077,,,2,0,2,3
66078,,,1,1,2,3
66079,,,2,0,2,1
66080,,,4,1,2,3
66081,,,2,0,1,3
66082,,,1,0,2,3
66083,,,2,0,2,3
66084,,,2,0,1,3
66085,,,2,0,2,3
66086,,,2,0,1,1
66087,,,3,0,1,3
66088,,,3,0,1,3
66089,,,3,1,1,3
66090,,,2,0,1,3
66091,,,2,0,1,1
66092,,,2,0,3,3
66093,,,2,0,1,3
66094,,,2,0,1,3
66095,,,2,0,1,3
66096,,,2,0,1,3
66097,,,1,0,1,3
66098,,,2,0,1,3
66099,,,2,0,1,3
66100,,,2,2,1,1
66101,,,2,1,1,3
66102,,,2,2,1,1
66103,,,2,0,1,3
66104,,,2,0,1,3
66105,,,1,0,2,3
66106,,,1,0,2,3
66107,,,2,3,1,1
66108,,,4,1,1,3
66109,,,2,1,1,1
66110,,,2,0,1,3
66111,,,1,1,1,1
66112,,,3,0,1,3
66113,,,1,0,1,3
66114,,,1,0,1,3
66115,,,2,0,1,3
66116,,,2,3,1,3
66117,,,1,2,1,3
66118,,,2,1,1,1
66119,,,2,0,1,3
66120,,,3,0,2,3
66121,,,1,0,1,3
66122,,,2,1,1,3
66123,,,2,0,2,3
66124,,,1,0,1,3
66125,,,3,0,1,1
66126,,,2,0,1,3
66127,,,5,0,1,3
66128,,,2,0,1,3
66129,,,1,0,1,3
66130,,,1,0,1,3
66131,,,1,0,2,3
66132,,,2,0,1,3
66133,,,1,0,1,3
66134,,,1,0,1,3
66135,,,3,3,1,3
66136,,,2,0,2,3
66137,,,3,1,1,1
66138,,,1,0,2,3
66139,,,1,0,1,3
66140,,,4,1,1,1
66141,,,1,1,1,3
66142,,,1,0,1,3
66143,,,2,1,1,1
66144,,,2,2,1,1
66145,,,2,0,1,3
66146,,,5,2,1,3
66147,,,1,1,2,3
66148,,,1,0,2,3
66149,,,2,0,1,3
66150,,,1,0,1,3
66151,,,1,0,2,3
66152,,,2,0,1,1
66153,,,1,0,1,3
66154,,,1,0,1,3
66155,,,1,0,1,3
66156,,,1,0,1,3
66157,,,1,0,1,3
66158,,,6,2,1,3
66159,,,1,0,1,1
66160,,,3,0,1,3
66161,,,1,0,1,3
66162,,,1,0,1,3
66163,,,1,0,1,3
66164,,,3,0,1,3
66165,,,1,0,2,3
66166,,,1,0,1,3
66167,,,2,0,1,3
66168,,,2,2,1,3
66169,,,4,1,1,1
66170,,,2,0,2,3
66171,,,4,2,1,1
66172,,,4,2,1,1
66173,,,3,1,1,1
66174,,,1,1,1,3
66175,,,3,0,1,1
66176,,,3,0,1,1
66177,,,4,2,1,1
66178,,,1,0,3,3
66179,,,4,0,1,3
66180,,,3,0,2,3
66181,,,4,0,3,3
66182,,,4,0,1,3
66183,,,3,1,1,1
